Product Class,Model Number,Annual Energy Use (kWh/yr),Adjusted Volume (ft3),Compact,energy_per_volume,code,adj_volume,annual_energy_use,regexed_model_no
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCRD042C1*,325,5.0,Yes,65.0,12,5.0,325.0,DCRD042C1.
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCRD042C1BDB,325,5.0,Yes,65.0,12,5.0,325.0,DCRD042C1BDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCRD042C1BSLDB,325,5.0,Yes,65.0,12,5.0,325.0,DCRD042C1BSLDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCRD042C1BSSDB,325,5.0,Yes,65.0,12,5.0,325.0,DCRD042C1BSSDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCRD042C1BSSDB-3,325,5.0,Yes,65.0,12,5.0,325.0,DCRD042C1BSSDB-3
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCRD042C1WDB,325,5.0,Yes,65.0,12,5.0,325.0,DCRD042C1WDB
13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,DFF048A4WDB,346,5.8,Yes,59.6551724137931,13,5.8,346.0,DFF048A4WDB
13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,DFF070B1BSLDB-6,393,8.5,Yes,46.23529411764706,13,8.5,393.0,DFF070B1BSLDB-6
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF100A4BDB,263,12.0,No,21.916666666666668,3,12.0,263.0,DFF100A4BDB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF100A4BDBL,263,12.0,No,21.916666666666668,3,12.0,263.0,DFF100A4BDBL
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF100A4WDB,263,12.0,No,21.916666666666668,3,12.0,263.0,DFF100A4WDB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF101B1BSSDB,297,12.2,No,24.34426229508197,3,12.2,297.0,DFF101B1BSSDB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF101B2WDB,297,12.2,No,24.34426229508197,3,12.2,297.0,DFF101B2WDB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF116B2******,310,14.0,No,22.142857142857142,3,14.0,310.0,DFF116B2......
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF116B2WDBL,310,14.0,No,22.142857142857142,3,14.0,310.0,DFF116B2WDBL
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF116B2WDBR,310,14.0,No,22.142857142857142,3,14.0,310.0,DFF116B2WDBR
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF121C2*,316,14.5,No,21.79310344827586,3,14.5,316.0,DFF121C2.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF121C2WDBL,315,14.6,No,21.575342465753426,3,14.6,315.0,DFF121C2WDBL
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF121C2WDBR,316,14.5,No,21.79310344827586,3,14.5,316.0,DFF121C2WDBR
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF142E1SSDB,333,17.1,No,19.473684210526315,3,17.1,333.0,DFF142E1SSDB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF142E1WDB,333,17.1,No,19.473684210526315,3,17.1,333.0,DFF142E1WDB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DFF180E1BSS*,362,21.1,No,17.156398104265403,3,21.1,362.0,DFF180E1BSS.
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF073C2BDB,343,8.5,Yes,40.35294117647059,12,8.5,343.0,DPF073C2BDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF073C2WDB,343,8.5,Yes,40.35294117647059,12,8.5,343.0,DPF073C2WDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF073C3BDB,344,8.5,Yes,40.470588235294116,12,8.5,344.0,DPF073C3BDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF073C3BSLDB,344,8.5,Yes,40.470588235294116,12,8.5,344.0,DPF073C3BSLDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF073C3WDB,344,8.5,Yes,40.470588235294116,12,8.5,344.0,DPF073C3WDB
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF074B2BDB-6,344,8.3,Yes,41.44578313253012,12,8.3,344.0,DPF074B2BDB-6
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF074B2BSLDB-6,344,8.3,Yes,41.44578313253012,12,8.3,344.0,DPF074B2BSLDB-6
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF074B2WDB-6,344,8.3,Yes,41.44578313253012,12,8.3,344.0,DPF074B2WDB-6
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF074V1SLDB-6,345,8.5,Yes,40.588235294117645,12,8.5,345.0,DPF074V1SLDB-6
12 - Compact Refrigerator-Freezer - partial automatic defrost,DPF074V1WDB-6,345,8.5,Yes,40.588235294117645,12,8.5,345.0,DPF074V1WDB-6
13A - Compact All-Refrigerators - automatic defrost,DAR017A2*,221,1.7,Yes,130.0,13A,1.7,221.0,DAR017A2.
13A - Compact All-Refrigerators - automatic defrost,DAR026A1*,253,2.6,Yes,97.3076923076923,13A,2.6,253.0,DAR026A1.
13A - Compact All-Refrigerators - automatic defrost,DAR044A4*,268,4.4,Yes,60.90909090909091,13A,4.4,268.0,DAR044A4.
13A - Compact All-Refrigerators - automatic defrost,DAR044A8*,268,4.4,Yes,60.90909090909091,13A,4.4,268.0,DAR044A8.
13A - Compact All-Refrigerators - automatic defrost,DAR044CA7*,268,4.4,Yes,60.90909090909091,13A,4.4,268.0,DAR044CA7.
3A - All-Refrigerators - automatic defrost,DAR110A1*,249,11.0,No,22.636363636363637,3A,11.0,249.0,DAR110A1.
3A - All-Refrigerators - automatic defrost,DAR110A1TDD,249,11.0,No,22.636363636363637,3A,11.0,249.0,DAR110A1TDD
3A - All-Refrigerators - automatic defrost,DAR170A3*,289,17.0,No,17.0,3A,17.0,289.0,DAR170A3.
11A - Compact All-Refrigerator - manual defrost,DCR016A1*,207,1.6,Yes,129.375,11A,1.6,207.0,DCR016A1.
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCR031B1BSLDD,319,3.8,Yes,83.94736842105263,12,3.8,319.0,DCR031B1BSLDD
12 - Compact Refrigerator-Freezer - partial automatic defrost,DCR031B1WDD,319,3.8,Yes,83.94736842105263,12,3.8,319.0,DCR031B1WDD
11A - Compact All-Refrigerator - manual defrost,DCR032A2*,218,3.2,Yes,68.125,11A,3.2,218.0,DCR032A2.
11A - Compact All-Refrigerator - manual defrost,DCR044A2*,226,4.4,Yes,51.36363636363636,11A,4.4,226.0,DCR044A2.
11A - Compact All-Refrigerator - manual defrost,DCR044A4*,226,4.4,Yes,51.36363636363636,11A,4.4,226.0,DCR044A4.
13A - Compact All-Refrigerators - automatic defrost,DAR032B1BM,259,3.2,Yes,80.9375,13A,3.2,259.0,DAR032B1BM
13A - Compact All-Refrigerators - automatic defrost,DAR032B1SLM,259,3.2,Yes,80.9375,13A,3.2,259.0,DAR032B1SLM
13A - Compact All-Refrigerators - automatic defrost,DAR032B1WM,259,3.2,Yes,80.9375,13A,3.2,259.0,DAR032B1WM
13A - Compact All-Refrigerators - automatic defrost,DAR032B2BM,259,3.2,Yes,80.9375,13A,3.2,259.0,DAR032B2BM
13A - Compact All-Refrigerators - automatic defrost,DAR032B2SLM,259,3.2,Yes,80.9375,13A,3.2,259.0,DAR032B2SLM
13A - Compact All-Refrigerators - automatic defrost,DAR032B2WM,259,3.2,Yes,80.9375,13A,3.2,259.0,DAR032B2WM
11A - Compact All-Refrigerator - manual defrost,DCR017B1BM,207,1.7,Yes,121.76470588235294,11A,1.7,207.0,DCR017B1BM
11A - Compact All-Refrigerator - manual defrost,DCR033B1BM,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,DCR033B1BM
11A - Compact All-Refrigerator - manual defrost,DCR033B1SLM,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,DCR033B1SLM
11A - Compact All-Refrigerator - manual defrost,DCR033B1SLM-6,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,DCR033B1SLM-6
11A - Compact All-Refrigerator - manual defrost,DCR033B1WM,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,DCR033B1WM
11A - Compact All-Refrigerator - manual defrost,DCR033B2BM,220,3.2,Yes,68.75,11A,3.2,220.0,DCR033B2BM
11A - Compact All-Refrigerator - manual defrost,DCR033B2SLM,220,3.2,Yes,68.75,11A,3.2,220.0,DCR033B2SLM
11A - Compact All-Refrigerator - manual defrost,DCR033B2SLM-6,220,3.2,Yes,68.75,11A,3.2,220.0,DCR033B2SLM-6
11A - Compact All-Refrigerator - manual defrost,DCR033B2WM,220,3.2,Yes,68.75,11A,3.2,220.0,DCR033B2WM
12 - Compact Refrigerator-Freezer - partial automatic defrost,3.1SM6R,195,3.8,Yes,51.31578947368421,12,3.8,195.0,3.1SM6R
13A - Compact All-Refrigerators - automatic defrost,2.6SM4*,228,2.6,Yes,87.6923076923077,13A,2.6,228.0,2.6SM4.
13A - Compact All-Refrigerators - automatic defrost,3.2SM4*,258,3.2,Yes,80.625,13A,3.2,258.0,3.2SM4.
13A - Compact All-Refrigerators - automatic defrost,3.3SM4*,259,3.3,Yes,78.48484848484848,13A,3.3,259.0,3.3SM4.
13A - Compact All-Refrigerators - automatic defrost,DAR033A1*,259,3.3,Yes,78.48484848484848,13A,3.3,259.0,DAR033A1.
11A - Compact All-Refrigerator - manual defrost,DCR016A3*,207,1.6,Yes,129.375,11A,1.6,207.0,DCR016A3.
13A - Compact All-Refrigerators - automatic defrost,RF24BT*1,267,5.7,Yes,46.84210526315789,13A,5.7,267.0,RF24BT.1
13A - Compact All-Refrigerators - automatic defrost,RF24DE3,202,5.0,Yes,40.4,13A,5.0,202.0,RF24DE3
13A - Compact All-Refrigerators - automatic defrost,RF24DE4,199,5.0,Yes,39.8,13A,5.0,199.0,RF24DE4
13A - Compact All-Refrigerators - automatic defrost,RF24*E4,219,5.1,Yes,42.94117647058824,13A,5.1,219.0,RF24.E4
13A - Compact All-Refrigerators - automatic defrost,RF24LE3,186,5.1,Yes,36.47058823529412,13A,5.1,186.0,RF24LE3
13A - Compact All-Refrigerators - automatic defrost,RF24RE3,186,5.1,Yes,36.47058823529412,13A,5.1,186.0,RF24RE3
13A - Compact All-Refrigerators - automatic defrost,RF24T*1,267,5.7,Yes,46.84210526315789,13A,5.7,267.0,RF24T.1
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RS36(X),561,20.7,No,27.10144927536232,5I-BI,20.7,561.0,RS36(X)
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FR 1002 SLB,297,12.1,No,24.545454545454547,3,12.1,297.0,FR 1002 SLB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FR 1202 BK,316,14.7,No,21.496598639455783,3,14.7,316.0,FR 1202 BK
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FR 1462 WH,333,17.0,No,19.58823529411765,3,17.0,333.0,FR 1462 WH
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FR 1802 BK,367,21.8,No,16.8348623853211,3,21.8,367.0,FR 1802 BK
12 - Compact Refrigerator-Freezer - partial automatic defrost,FR 742 BX,336,8.5,Yes,39.529411764705884,12,8.5,336.0,FR 742 BX
11A - Compact All-Refrigerator - manual defrost,FTC16RE,200,1.6,Yes,125.0,11A,1.6,200.0,FTC16RE
11A - Compact All-Refrigerator - manual defrost,FTC17R,206,1.7,Yes,121.1764705882353,11A,1.7,206.0,FTC17R
11A - Compact All-Refrigerator - manual defrost,FTC24RE,210,2.4,Yes,87.5,11A,2.4,210.0,FTC24RE
11A - Compact All-Refrigerator - manual defrost,FTC25R,212,2.5,Yes,84.8,11A,2.5,212.0,FTC25R
11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,FTC30RF,253,3.7,Yes,68.37837837837837,11,3.7,253.0,FTC30RF
11A - Compact All-Refrigerator - manual defrost,FTC31R,216,3.0,Yes,72.0,11A,3.0,216.0,FTC31R
11A - Compact All-Refrigerator - manual defrost,FTC31RE,215,3.1,Yes,69.35483870967742,11A,3.1,215.0,FTC31RE
11A - Compact All-Refrigerator - manual defrost,FTC45R,226,4.5,Yes,50.22222222222222,11A,4.5,226.0,FTC45R
12 - Compact Refrigerator-Freezer - partial automatic defrost,FMD440M6RVE,328,5.0,Yes,65.6,12,5.0,328.0,FMD440M6RVE
11A - Compact All-Refrigerator - manual defrost,FRR44D6A*E,226,4.2,Yes,53.80952380952381,11A,4.2,226.0,FRR44D6A.E
11A - Compact All-Refrigerator - manual defrost,EFR331,197,3.2,Yes,61.5625,11A,3.2,197.0,EFR331
7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,DGHX2655T*,646,32.4,No,19.938271604938272,7,32.4,646.0,DGHX2655T.
11A - Compact All-Refrigerator - manual defrost,EFR107-B-BLACK-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR107-B-BLACK-COM
11A - Compact All-Refrigerator - manual defrost,EFR107-B-WHITE,158,1.6,Yes,98.75,11A,1.6,158.0,EFR107-B-WHITE
11A - Compact All-Refrigerator - manual defrost,EFR107-WHITE,158,1.6,Yes,98.75,11A,1.6,158.0,EFR107-WHITE
11A - Compact All-Refrigerator - manual defrost,EFR107-WHITE,206,1.6,Yes,128.75,11A,1.6,206.0,EFR107-WHITE
11A - Compact All-Refrigerator - manual defrost,EFR115,202,1.7,Yes,118.82352941176471,11A,1.7,202.0,EFR115
11A - Compact All-Refrigerator - manual defrost,EFR115-B-BLACK,158,1.6,Yes,98.75,11A,1.6,158.0,EFR115-B-BLACK
11A - Compact All-Refrigerator - manual defrost,EFR115-B-BLACK,206,1.6,Yes,128.75,11A,1.6,206.0,EFR115-B-BLACK
11A - Compact All-Refrigerator - manual defrost,EFR115-B-BLUE-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR115-B-BLUE-COM
11A - Compact All-Refrigerator - manual defrost,EFR115-B-PURPLE-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR115-B-PURPLE-COM
11A - Compact All-Refrigerator - manual defrost,EFR115-B-RED,158,1.6,Yes,98.75,11A,1.6,158.0,EFR115-B-RED
11A - Compact All-Refrigerator - manual defrost,EFR115-B-RED,206,1.6,Yes,128.75,11A,1.6,206.0,EFR115-B-RED
11A - Compact All-Refrigerator - manual defrost,EFR115-B-WHITE,206,1.6,Yes,128.75,11A,1.6,206.0,EFR115-B-WHITE
11A - Compact All-Refrigerator - manual defrost,EFR115-C-RED-COM,158,1.6,Yes,98.75,11A,1.6,158.0,EFR115-C-RED-COM
11A - Compact All-Refrigerator - manual defrost,EFR115-C-RED-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR115-C-RED-COM
11A - Compact All-Refrigerator - manual defrost,EFR176-B-BLACK-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR176-B-BLACK-COM
11A - Compact All-Refrigerator - manual defrost,EFR176-B-BLUE-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR176-B-BLUE-COM
11A - Compact All-Refrigerator - manual defrost,EFR176-B-CORAL-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR176-B-CORAL-COM
11A - Compact All-Refrigerator - manual defrost,EFR176-BLACK_AMZ,206,1.6,Yes,128.75,11A,1.6,206.0,EFR176-BLACK_AMZ
11A - Compact All-Refrigerator - manual defrost,EFR176-B-MOONBM-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR176-B-MOONBM-COM
11A - Compact All-Refrigerator - manual defrost,EFR176-B-RED-COM,206,1.6,Yes,128.75,11A,1.6,206.0,EFR176-B-RED-COM
11A - Compact All-Refrigerator - manual defrost,EFR176-CORAL_AMZ,206,1.6,Yes,128.75,11A,1.6,206.0,EFR176-CORAL_AMZ
11A - Compact All-Refrigerator - manual defrost,EFR177-B-BLACK,206,1.6,Yes,128.75,11A,1.6,206.0,EFR177-B-BLACK
11A - Compact All-Refrigerator - manual defrost,EFR177-B-BLUE,158,1.6,Yes,98.75,11A,1.6,158.0,EFR177-B-BLUE
11A - Compact All-Refrigerator - manual defrost,EFR177-B-BLUE,206,1.6,Yes,128.75,11A,1.6,206.0,EFR177-B-BLUE
11A - Compact All-Refrigerator - manual defrost,EFR177-B-RED,158,1.6,Yes,98.75,11A,1.6,158.0,EFR177-B-RED
11A - Compact All-Refrigerator - manual defrost,EFR177-B-RED,206,1.6,Yes,128.75,11A,1.6,206.0,EFR177-B-RED
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ERBM19CBS,466,23.0,No,20.26086956521739,5,23.0,466.0,ERBM19CBS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ERBM19CBW,466,23.0,No,20.26086956521739,5,23.0,466.0,ERBM19CBW
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ERT14CS**,333,17.1,No,19.473684210526315,3,17.1,333.0,ERT14CS..
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ERT18CS**,362,21.0,No,17.238095238095237,3,21.0,362.0,ERT18CS..
3A - All-Refrigerators - automatic defrost,EUF14CE**,269,13.8,No,19.492753623188406,3A,13.8,269.0,EUF14CE..
12 - Compact Refrigerator-Freezer - partial automatic defrost,EUFM71001AS,343,8.2,Yes,41.82926829268293,12,8.2,343.0,EUFM71001AS
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DERTM180SW2,363,21.1,No,17.20379146919431,3,21.1,363.0,DERTM180SW2
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,DERTM180WW2,363,21.1,No,17.20379146919431,3,21.1,363.0,DERTM180WW2
3A - All-Refrigerators - automatic defrost,DFRBI1821-30**,296,18.4,No,16.086956521739133,3A,18.4,296.0,DFRBI1821-30..
12 - Compact Refrigerator-Freezer - partial automatic defrost,453-6340,320,3.8,Yes,84.21052631578948,12,3.8,320.0,453-6340
3A - All-Refrigerators - automatic defrost,EFRBI1821-30**,296,18.4,No,16.086956521739133,3A,18.4,296.0,EFRBI1821-30..
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ERBM104S,379,12.5,No,30.32,5,12.5,379.0,ERBM104S
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ERBM187*,466,23.0,No,20.26086956521739,5,23.0,466.0,ERBM187.
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ERPBM187*,466,23.0,No,20.26086956521739,5,23.0,466.0,ERPBM187.
3A - All-Refrigerators - automatic defrost,ERT085W,235,8.5,No,27.647058823529413,3A,8.5,235.0,ERT085W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ERTM180WE,362,21.0,No,17.238095238095237,3,21.0,362.0,ERTM180WE
12 - Compact Refrigerator-Freezer - partial automatic defrost,CR510VSE*,270,3.8,Yes,71.05263157894737,12,3.8,270.0,CR510VSE.
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ERFF111W,388,13.5,No,28.74074074074074,5,13.5,388.0,ERFF111W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,RF142S,332,17.0,No,19.529411764705884,3,17.0,332.0,RF142S
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,EDBM192SE,466,23.0,No,20.26086956521739,5,23.0,466.0,EDBM192SE
3A - All-Refrigerators - automatic defrost,EDR085S,235,8.5,No,27.647058823529413,3A,8.5,235.0,EDR085S
11A - Compact All-Refrigerator - manual defrost,DF1-07*,207,1.7,Yes,121.76470588235294,11A,1.7,207.0,DF1-07.
11A - Compact All-Refrigerator - manual defrost,DF1-11S*,220,3.2,Yes,68.75,11A,3.2,220.0,DF1-11S.
12 - Compact Refrigerator-Freezer - partial automatic defrost,263 TMF0700WH,345,8.5,Yes,40.588235294117645,12,8.5,345.0,263 TMF0700WH
12 - Compact Refrigerator-Freezer - partial automatic defrost,263 TMF0712BL,345,8.5,Yes,40.588235294117645,12,8.5,345.0,263 TMF0712BL
12 - Compact Refrigerator-Freezer - partial automatic defrost,263 TMF0724SSL,345,8.5,Yes,40.588235294117645,12,8.5,345.0,263 TMF0724SSL
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,463 TMF1400WH,332,17.0,No,19.529411764705884,3,17.0,332.0,463 TMF1400WH
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,463 TMF1412BL,332,17.0,No,19.529411764705884,3,17.0,332.0,463 TMF1412BL
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,463 TMF1424SSL,332,17.0,No,19.529411764705884,3,17.0,332.0,463 TMF1424SSL
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,463 TMF1436RSS,332,17.0,No,19.529411764705884,3,17.0,332.0,463 TMF1436RSS
13A - Compact All-Refrigerators - automatic defrost,3589-DL,219,5.1,Yes,42.94117647058824,13A,5.1,219.0,3589-DL
13A - Compact All-Refrigerators - automatic defrost,3589-DR,219,5.1,Yes,42.94117647058824,13A,5.1,219.0,3589-DR
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,E522B*****,454,21.4,No,21.21495327102804,5,21.4,454.0,E522B.....
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,RB2470BRV1,380,9.6,No,39.583333333333336,5-BI,9.6,380.0,RB2470BRV1
13A - Compact All-Refrigerators - automatic defrost,RB36S,150,3.7,Yes,40.54054054054054,13A,3.7,150.0,RB36S
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,RF135B*****,411,16.4,No,25.0609756097561,5,16.4,411.0,RF135B.....
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF135B***J**,495,16.4,No,30.182926829268297,5I,16.4,495.0,RF135B...J..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF135B***U**,495,16.4,No,30.182926829268297,5I,16.4,495.0,RF135B...U..
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,RF170A*****,448,21.1,No,21.232227488151658,5,21.1,448.0,RF170A.....
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF170A***J**,532,21.1,No,25.213270142180093,5I,21.1,532.0,RF170A...J..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF170A***U**,532,21.1,No,25.213270142180093,5I,21.1,532.0,RF170A...U..
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,RF170B*****,454,21.4,No,21.21495327102804,5,21.4,454.0,RF170B.....
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF170B***J**,538,21.4,No,25.140186915887853,5I,21.4,538.0,RF170B...J..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF170B***U**,538,21.4,No,25.140186915887853,5I,21.4,538.0,RF170B...U..
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,RF170W******,452,21.2,No,21.32075471698113,5,21.2,452.0,RF170W......
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF170W***J**,535,21.1,No,25.355450236966824,5I,21.1,535.0,RF170W...J..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF170W***U**,535,21.1,No,25.355450236966824,5I,21.1,535.0,RF170W...U..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF172****,541,21.6,No,25.046296296296294,5I,21.6,541.0,RF172....
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,RF201A*****,448,24.2,No,18.51239669421488,5,24.2,448.0,RF201A.....
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF201A***J**,532,24.2,No,21.983471074380166,5I,24.2,532.0,RF201A...J..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF201A***U**,532,24.2,No,21.983471074380166,5I,24.2,532.0,RF201A...U..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RF203****,562,24.3,No,23.127572016460906,5I,24.3,562.0,RF203....
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RS2474BRU1,382,13.8,No,27.681159420289852,5I-BI,13.8,382.0,RS2474BRU1
2 - Built-in Cooler,RS2484V*2K1,118,13.3,No,8.87218045112782,2,13.3,118.0,RS2484V.2K1
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RS2484W***#,439,15.2,No,28.88157894736842,5I-BI,15.2,439.0,RS2484W....
3A-BI - Built-In All-Refrigerators - automatic defrost,RS24S,232,12.4,No,18.70967741935484,3A-BI,12.4,232.0,RS24S
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RS3084W***#,476,19.9,No,23.91959798994975,5I-BI,19.9,476.0,RS3084W....
3A-BI - Built-In All-Refrigerators - automatic defrost,RS30S,247,16.3,No,15.153374233128833,3A-BI,16.3,247.0,RS30S
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RS32(X),541,18.2,No,29.725274725274726,5I-BI,18.2,541.0,RS32(X)
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,RS36W(X),534,20.7,No,25.797101449275363,5I-BI,20.7,534.0,RS36W(X)
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CFFFD1974-31**,512,21.3,No,24.037558685446008,5I,21.3,512.0,CFFFD1974-31..
7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,CFRBI1844-36**,560,25.0,No,22.4,7,25.0,560.0,CFRBI1844-36..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,DFFFD1974-31**,512,21.3,No,24.037558685446008,5I,21.3,512.0,DFFFD1974-31..
7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,DFRBI1844-36**,560,25.0,No,22.4,7,25.0,560.0,DFRBI1844-36..
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,EFFFD1974-31**,512,21.3,No,24.037558685446008,5I,21.3,512.0,EFFFD1974-31..
7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,EFRBI1844-36**,560,25.0,No,22.4,7,25.0,560.0,EFRBI1844-36..
