ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2359624,LG,WT7150C*,,048231028431,Top Load,,None,Residential,5,,27.0,,2.06,1.29,220,4.3,8.4,6343,,,,,,,,,No,,,,No,,01/14/2021,01/14/2021,"United States, Canada",ES_1118034_WT7150C*_05082020052748_80042678,No
2393063,LG,WT7155C*,,195174026700,Top Load,,None,Residential,4.8,,27.0,,2.06,1.29,200,4.3,8.4,6038,,,,,,,,,No,,,,No,,02/16/2022,02/15/2022,"United States, Canada",ES_1118034_WT7155C*_02162022044730_80116696,No
2310492,LG,WT7200C*,,048231020275;048231024549;772454068416,Top Load,,None,Residential,5,,27.0,,2.38,1.29,130,3.7,8.4,5479,,,,,,,,,No,,,,No,,12/05/2016,02/09/2018,"United States, Canada",ES_1118034_WT7200C*_02092018060252_70172585,No
2320407,LG,WT7250C*,,048231026499,Top Load,,None,Residential,5,,27.0,,2.76,1.29,110,3.2,8.4,4720,,,,,,,,,No,,,,No,,05/18/2018,05/16/2018,"United States, Canada",ES_1118034_WT7250C*_05242018111228_70184257,No
2320408,LG,WT7300C*,,048231026000;048231026017,Top Load,,None,Residential,5,,27.0,,2.76,1.29,110,3.2,8.4,4720,,,,,,,,,No,,,,No,,05/18/2018,05/16/2018,"United States, Canada",ES_1118034_WT7300C*_05242018111228_70184257,No
2362376,LG,WT7305C*,,048231029292;048231029308,Top Load,,None,Residential,4.8,,27.0,,2.06,1.29,220,4.3,8.4,6051,,,,,,,,,No,,,,No,,07/03/2020,07/03/2020,"United States, Canada",ES_1118034_WT7305C*_07032020035929_5550000_,No
2390418,LG,WT7400C*,,195174026625;195174026663,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,130,3.2,8.4,5183,,,,,,,,,No,,,,No,,01/13/2022,01/11/2022,"United States, Canada",ES_1118034_WT7400C*_01122022104654_80113074,No
2392634,LG,WT7405C*,,195174026632;195174026670,Top Load,,None,Residential,5.3,,27.0,,2.06,1.29,220,4.3,8.4,6672,,,,,,,,,No,,,,No,,02/01/2022,02/01/2022,"United States, Canada",ES_1118034_WT7405C*_02022022010523_80114768,No
2396858,LG,WT7480C*,,195174037898,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,130,3.2,8.4,5183,,,,,,,,,No,,,,No,,05/20/2022,05/13/2022,"United States, Canada",ES_1118034_WT7480C*_05252022112444_5550001,No
2396859,LG,WT7485C*,,195174037904,Top Load,,None,Residential,5.3,,27.0,,2.06,1.29,220,4.3,8.4,6672,,,,,,,,,No,,,,No,,05/20/2022,05/13/2022,"United States, Canada",ES_1118034_WT7485C*_05252022112444_5550001,No
2310491,LG,WT7500C*,,048231016636;048231020671,Top Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.38,1.29,130,3.7,8.4,5621,,,,,,,,,No,,,,No,,02/15/2016,02/09/2018,"United States, Canada",ES_1118034_WT7500C*_02092018060252_70172585,No
2310490,LG,WT7600H*A,,048231016612;048231016629;048231017060;048231025881;772454067082;772454067099;772454067778,Top Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.38,1.29,130,3.7,8.4,5643,,,,,,,,,No,,,,No,,02/15/2016,02/09/2018,"United States, Canada",ES_1118034_WT7600H*A_02092018060252_70172585,No
2310502,LG,WT7700H*A,,048231014908;048231014915;048231018814;772454063688,Top Load,,"Steam Cycle,Sanitize Option",Residential,5.7,,29.0,,2.76,1.29,150,3.2,8.4,5381,,,,,,,,,No,,,,No,,04/21/2015,02/09/2018,"United States, Canada",ES_1118034_WT7700H*A_02092018060252_70172585,No
2335213,LG,WT7710H*A,,048231015202;048231015219,Top Load,,"Steam Cycle,Sanitize Option",Residential,5.7,,29.0,,2.76,1.29,150,3.2,8.4,5381,,,,,,,,,No,,,,No,,03/26/2019,03/26/2019,"United States, Canada",ES_1118034_WT7710H*A_03262019040713_70220657,No
2334257,LG,WT7800C*,,048231025553;048231026840,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,130,3.2,8.4,5145,,,,,,,,,No,,,,No,,03/06/2019,03/06/2019,"United States, Canada",ES_1118034_WT7800C*_03062019031942_70216927,No
2384329,LG,WT7800H*A,,772454074592,Top Load,,None,Residential,5,,27.0,,2.38,1.29,150,3.7,8.4,5458,,,,,,,,,No,,,,No,,09/15/2021,09/10/2021,"United States, Canada",ES_1118034_WT7800H*A_09162021110927_80099130,No
2344732,LG,WT7850H*A,,772454072741;772454072758,Top Load,,None,Residential,5.2,,27.0,,2.38,1.29,130,3.7,8.4,5665,,,,,,,,,No,,,,No,,08/14/2019,08/14/2019,"United States, Canada",ES_1118034_WT7850H*A_08162019030245_80014170,No
2354284,LG,WT7880H*A,,048231028516,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,150,3.2,8.4,5145,,,,,,,,,No,,,,No,,01/29/2020,01/29/2020,"United States, Canada",ES_1118034_WT7880H*A_01312020010131_80031163,No
2321577,LG,WT7900H*A,,048231015462;048231015479;048231025522;195174026618,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,150,3.2,8.4,5145,,,,,,,,,No,,,,No,,07/03/2018,06/25/2018,"United States, Canada",ES_1118034_WT7900H*A_06262018105726_70189258,No
2406498,Magic Chef,MCSFLW24W1,,665679020010,Front Load,,Other,Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,Yes,ES_390697_MCSDRY24W1_122120221652101_3654342,01/23/2023,01/05/2023,"United States, Canada",ES_390697_MCSFLW24W1_122120221622646_9405323,No
2335029,Magic Chef,MCSFLW27W,,665679018819,Front Load,,Delayed Start,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,None,No,,,,,,06/28/2021,06/30/2021,United States,ES_1107227_MCSFLW27W_03142019050934_0174124,No
2310325,Maytag,MHW3500F**,,883049385105,Front Load,,"Delayed Start,Deep Clean/Stain Treat",Residential,4.5,,27.0,,2.92,1.84,87,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_MED3500FW*_04282016181802_7482117,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW3500F**_04262016182410_5050572,No
2310417,Maytag,MHW3500F**,,883049385105,Front Load,,"Delayed Start,Deep Clean/Stain Treat",Residential,4.5,,27.0,,2.92,1.84,87,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_MED3500FW*_04282016181802_7482117,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW3500F**_02092018215208_3128980,No
2310294,Maytag,MHW3505F**,,883049381151,Front Load,,"Delayed Start,Deep Clean/Stain Treat",Residential,4.4,,27.0,,2.92,1.84,88,3.2,4.7,4116,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW3505F**_04262016182213_4933320,No
2310290,Maytag,MHW5500F**,",MHW5500FC,; ,MHW5500FW,",883049385112,Front Load,,"Delayed Start,Fan Fresh, Steam for Stains",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_MED5500FW*_04282016181839_7519329,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW5500F**_04262016181719_4639865,No
2331769,Maytag,MHW5630H**,,883049456959,Front Load,,"Delayed Start,Anti-Wrinkle,Clean Washer with Affresh",Residential,4.5,,27.0,,2.76,1.84,128,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_1129244_MED5630H**_10142018214925_3765911, ES_1129244_MGD5630H**_10142018213837_3117201",12/03/2018,08/24/2018,"United States, Canada",ES_15649_MHW5630H**_10142018184935_2975704,No
2398196,Maytag,MHW5630M**,,883049625850,Front Load,,Anti-Wrinkle,Residential,4.5,,27.0,,2.92,1.84,86,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_22856_MED5630M**_082920221404797_2384995,  ES_22856_MGD5630M**_082620221533556_7834086",07/15/2022,07/05/2022,United States,ES_22856_MHW5630M**_062320221618117_6794710,No
2331771,Maytag,MHW6630H**,,883049456966,Front Load,,"Delayed Start,Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh",Residential,4.8,,27.0,,2.76,1.84,143,3.2,4.7,4541,,,,,,,,None,No,,,,Yes,"ES_1129244_MED6630H**_10142018214819_3699188, ES_1129244_MGD6630H**_10142018213725_3045415",12/03/2018,08/24/2018,"United States, Canada",ES_15649_MHW6630H**_10142018185017_3017925,No
2398197,Maytag,MHW6630M**,,883049625867,Front Load,,Anti-Wrinkle,Residential,4.8,,27.0,,2.92,1.84,99,3.2,4.7,4541,,,,,,,,None,No,,,,Yes,"ES_22856_MED6630M**_082920221405281_7229925, ES_22856_MGD6630M**_08262022153481_2249995",07/15/2022,07/05/2022,United States,ES_22856_MHW6630M**_062320221618590_4508742,No
2310392,Maytag,MHW8150E**,,883049391021,Front Load,,"Delayed Start,Delayed Start, Steam for stains, Fan Fresh",Residential,4.5,,27.0,,2.76,1.84,79,3.2,4.7,4239,,,,,,,,,No,,,,Yes,"ES_22856_MED8150EC*_04282016181030_7030145,ES_22856_MED8150EW*_04282016181045_7045337",06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW8150E**_04262016181423_4463458,No
2310293,Maytag,MHW8200F**,",MHW8200FC,; ,MHW8200FW,",883049385136,Front Load,,"Delayed Start,Fan Fresh, Steam for Stains",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_MED8200FW*_04282016181916_7556540,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW8200F**_04262016182005_4805023,No
2331772,Maytag,MHW8630H**,,883049456973,Front Load,,"Delayed Start,Steam Cycle,Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh, Overnight Wash and Dry.",Residential,5,,27.0,,2.76,1.84,159,3.2,4.7,4720,,,,,,,,None,Yes,Wi-Fi,Cloud Rest API,No,Yes,"ES_1129244_MED8630H**_10142018215052_3852507, ES_1129244_MGD8630H**_10142018213503_2903417",12/03/2018,08/24/2018,"United States, Canada",ES_15649_MHW8630H**_10142018185059_3059240,No
2345404,Maytag,MVW7230H**,,883049462257,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6622,,,,,,,,,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes,"ES_22856_MED7230H**_08242019192040_4440596, ES_22856_MGD7230H**_08242019192953_4993100",01/01/2020,08/23/2019,"United States, Canada",ES_22856_MVW7230H**_08242019191053_3853439,No
2345405,Maytag,MVW7232H**,,883049514888,Top Load,,"Wrinkle Control, Delicates, Delayed Start, Sanitize w/oxi",Residential,5.3,,27.0,,2.06,1.29,270,4.3,8.4,6736,,,,,,,,,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes,"ES_22856_MED7230H**_08242019192040_4440596, ES_22856_MGD7230H**_08242019192953_4993100",01/01/2020,08/23/2019,"United States, Canada",ES_22856_MVW7232H**_08242019194503_5903870,No
2345398,Maytag,MVW8230H**,,883049462264,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6622,,,,,,,,,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes," ES_22856_MGD8230H**_08202019184724_6844383,ES_22856_MED8230H**_08202019175316_3596061",01/01/2020,08/23/2019,"United States, Canada",ES_22856_MVW8230H**_08242019183901_1941075,No
2310390,Maytag,MVWB755D**,,883049330808,Top Load,,"Oxi, Deep Clean w/steam",Residential,4.8,,27.0,,2.06,1.29,160,4.3,8.4,6076,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB755D*+_04262016194546_9946538,No
2310403,Maytag,MVWB835D**,,883049335490,Top Load,,"Oxi, Deep Clean w/steam",Residential,5.3,,27.0,,2.06,1.29,187,4.3,8.4,6698,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB835D**_02092018160848_2528348,No
2310409,Maytag,MVWB855D**,,883049330778,Top Load,,"Oxi, Deep Clean w/steam",Residential,5.3,,27.0,,2.06,1.29,187,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_MEDB855D*+_04282016182853_8133719,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB855D*+_04262016195130_0290983,No
2310412,Maytag,MVWB865F**,,883049402727,Top Load,,"Delayed Start,Sanitize with oxi and steam",Residential,5.3,,27.0,,2.06,1.29,198,4.3,8.4,6698,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB865F**_04262016195322_0402700,No
2310288,Maytag,MVWB955F**,,883049362120,Top Load,,"Steam Cycle,Deep Fill,Deep Clean",Residential,6.2,,29.0,,2.38,1.29,197,3.7,8.4,6735,,,,,,,,,No,,,,Yes," ES_22856_MEDB955FW*_10272016170521_7921256,ES_22856_MGDB955FW*_10272016172601_9161671,ES_22856_MEDB955FC*_10272016163804_6284667, ES_22856_MEDB955FS*_10272016164112_6472963, ES_22856_MGDB955FC*_10272016172204_8924063, ES_22856_MGDB955FS*_10272016172337_9017668",06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB955F**_08222016220340_3420991,No
2309397,Maytag,MVWB965H**,,883049483146,Top Load,,"Steam Cycle,Sanitize Option",Residential,6,,29.0,,2.06,1.29,311,4.3,8.4,7636,,,,,,,,,No,,,,,,04/01/2018,12/18/2017,"United States, Canada",ES_15649_MVWB965H**_01222018172256_1776074,No
2376689,Midea,MFH180-G1304DS/F01E-US,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4248,,,,,,,,,No,,,,,,04/25/2021,05/03/2021,"United States, Canada",ES_1030337_MFH180-G1304DS/F01E-US_050220212231935_4603829,No
2397951,Midea,MLH25N7BWW,,,Front Load,,None,Residential,2.5,,23.4,,2.76,1.84,65,3.2,4.7,2360,,,,,,,,,No,,,,,,06/23/2022,06/27/2022,"United States, Canada",ES_1030337_MLH25N7BWW_06272022071479_9378205,No
2403283,Midea,MLH27N4AWWC,,687636006462,Front Load,,None,Residential,2.5,,23.4,,2.76,1.84,65,3.2,4.7,2388,,,,,,,,,No,,,,,,09/19/2022,10/19/2022,"United States, Canada",ES_1030337_MLH27N4AWWC_101920220318908_3031477,No
2365391,Midea,MLH27N5AWWC,,34038191095,Front Load,,Delayed Start,Residential,2.7,,23.0,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,,No,,,,,,08/25/2020,09/02/2020,"United States, Canada",ES_1030337_MLH27N5AWWC_09022020073209_1929327,No
2376688,Midea,MLH45N1AWW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4248,,,,,,,,,No,,,,,,04/25/2021,05/03/2021,"United States, Canada",ES_1030337_MLH45N1AWW_050220212231433_7839598,No
2389042,Midea,MLH52N3AWW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4248,,,,,,,,,No,,,,,,12/07/2021,12/07/2021,Canada,ES_1030337_MLH52N3AWW_120920210309322_3683229,No
2382973,Midea,MLH52N4AWW,,,Front Load,,Delayed Start,Residential,4.5,,27.0,,2.76,1.84,180,3.2,4.7,4248,,,,,,,,None,No,,,,,,07/27/2021,08/10/2021,"United States, Canada",ES_1030337_MLH52N4AWW_08092021194661_3884787,No
2403284,Midea,MLH52N5AWW,,687636006561,Front Load,,Delayed Start,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4257,,,,,,,,,No,,,,,,09/19/2022,10/19/2022,"United States, Canada",ES_1030337_MLH52N5AWW_101920220339304_8067045,No
2341456,Midea,MLH52S7AGS,,810004812505,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.92,1.84,110,3.2,4.7,4909,,,,,,,,,No,,,,No,,08/30/2019,07/22/2019,"United States, Canada",ES_1030337_MLH52S7AGS_07222019091936_7176569,No
2341457,Midea,MLH52S7AWW,,810004812475,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.92,1.84,110,3.2,4.7,4909,,,,,,,,,No,,,,No,,08/30/2019,07/22/2019,"United States, Canada",ES_1030337_MLH52S7AWW_07222019091918_7158790,No
2375446,Miele,WWD160,,4002516376903,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWD160WP_03022021122513_80072802,04/26/2021,03/15/2021,United States,ES_1105859_WWD160 WCS_03252021114453_80074358,No
2375447,Miele,WWD660,,4002516376705,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWD360WP_03022021122513_80072802,04/26/2021,03/15/2021,United States,ES_1105859_WWD660 WCS_03252021114453_80074358,No
2309345,Miele,WWF060,,4002515830444,Front Load,,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWF060_11252017012640_70163416,No
2375449,Miele,WWF660,,4002516377016,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXI680WP_03022021122513_80072802,04/26/2021,03/15/2021,United States,ES_1105859_WWF660 WCS_03252021114453_80074358,No
2309344,Miele,WWH660,,4002515830451,Front Load,,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Detergent Dosing System",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWH660_11252017012640_70163416,No
2309343,Miele,WWH860,,4002515830468,Front Load,,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Detergent Dosing System",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWH860_11252017012640_70163416,No
2375448,Miele,WXD160,,4002516377009,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXD160WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXD160 WCS_03252021114453_80074358,No
2375450,Miele,WXF660,,4002516377115,Front Load,,"Delayed Start,Hand Wash Cycle,Steam Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXI680WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXF660 WCS_03252021114453_80074358,No
2375451,Miele,WXI860,,4002516377023,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWI680WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXI860 WCS_03252021114453_80074358,No
2376233,Miele,WXR860,,4002516376804,Front Load,,"Delayed Start,Hand Wash Cycle,Steam Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,No,,04/26/2021,04/14/2021,"United States, Canada",ES_1105859_WXR860 WCS_04202021101145_80080097,No
2393093,Samsung,WA49B5205A*,,887276751122,Top Load,,"Steam Cycle,Delicates",Residential,4.9,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6165,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45B6305*_02172022061128_80114931,ES_1023593_DVG45B6305*_02172022061128_80114931",03/15/2022,02/17/2022,"United States, Canada",ES_1023593_WA49B5205A*_02172022060029_80116012,No
2373639,Samsung,WA50A54**A*,,887276532035,Top Load,,Delicate,Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,Yes,ES_1023593_DVE50A5405*_03122021052430_80074820,03/08/2021,02/03/2021,"United States, Canada",ES_1023593_WA50A54**A*_02082021053834_80071059,No
2310461,Samsung,WA50M74**A*,,887276196411,Top Load,,"Smart Care, Mist Shower",Residential,5,,27.0,,2.06,1.29,125,4.3,8.4,6343,,,,,,,,,No,,,,Yes,ES_1023593_DVE50T74***_11132019035850_80023422,02/12/2017,12/27/2016,"United States, Canada",ES_1023593_WA50M74**A*_02092018060252_70172127,No
2333512,Samsung,WA50R52**A*,,887276300528,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R52**A*_02042019013708_70211759,No
2333511,Samsung,WA50R54**A*,,887276300542,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R54**A*_02042019013708_70211759,No
2352575,Samsung,WA50T53**A*,,887276399317,Top Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,01/17/2020,12/19/2019,"United States, Canada",ES_1023593_WA50T53**A*_01062020010646_80025718,No
2350126,Samsung,WA50T74**A*,,887276385228,Top Load,,"Steam Cycle, Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,125,4.3,8.4,6292,,,,,,,,,No,,,,Yes,ES_1023593_DVE50T74***_11132019035850_80023422,01/03/2020,11/14/2019,"United States, Canada",ES_1023593_WA50T74**A*_11202019054034_80023423,No
2389052,Samsung,WA51A5505A*,,887276751153,Top Load,,Agitator,Residential,5.1,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6419,,,,,,,,,No,,,,No,,06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA51A5505A*_05262021084256_80084651,No
2378430,Samsung,WA52A55**A*,,887276751184,Top Load,,Delayed Start,Residential,5.2,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6545,,,,,,,,,No,,,,No,,06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA52A55**A*_05262021084256_80084651,No
2388146,Samsung,WA52B76**A*,,887276618678,Top Load,,"Steam Cycle,Delicates",Residential,5.2,58.30,27.5,29.40,2.06,1.29,165,4.3,8.4,6545,,,,,,,,,No,,,,No,,12/25/2021,11/16/2021,"United States, Canada",ES_1023593_WA52B76**A*_11162021110147_80105927,No
2310462,Samsung,WA52M77**A*,,887276196428,Top Load,,"activewash, Steam, Smart Care, Mist Shower",Residential,5.2,,27.0,,2.06,1.29,165,4.3,8.4,6596,,,,,,,,,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA52M77**A*_02092018060252_70172127,No
2350127,Samsung,WA52T76**A*,,887276385235,Top Load,,"Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5.2,,27.0,,2.06,1.29,165,4.3,8.4,6545,,,,,,,,,No,,,,Yes,ES_1023593_DVE52T76***_11132019035850_80023422,01/03/2020,11/14/2019,"United States, Canada",ES_1023593_WA52T76**A*_11202019054034_80023423,No
2453095,Samsung,WA53CG7155A*,,887276760353,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.3,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,5975,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA53CG7155A*3_04102023110059_80163534,No
2378431,Samsung,WA54A7305A*,,887276751214,Top Load,,Agitator,Residential,5.4,45.80,27.5,29.40,2.06,1.29,120,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A73***_05142021031426_80078534, ES_1023593_DVG55A73***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA54A7305A*_05262021084256_80084651,No
2453100,Samsung,WA54CG7105A*,,887276739106,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6009,,,,,,,,,No,,,,No,,06/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG7105A*3_04102023110059_80163534,No
2453097,Samsung,WA54CG715*A*,,887276760360,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6087,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG715*A*3_04102023110059_80163534,No
2453096,Samsung,WA54CG755*A*,,887276760384,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6087,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG755*A*3_04102023110059_80163534,No
