Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW1023TW1W,4350821,10200.0,930.0,15.1,No,No,https://www.dropbox.com/sh/quibk8767lyf8lc/AADCNUMKUt4TboctevSIWITUa?dl=0
Hisense,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AW2223TW3W,5198838,22000.0,2150.0,15.0,No,No,https://www.dropbox.com/sh/quibk8767lyf8lc/AADCNUMKUt4TboctevSIWITUa?dl=0&preview=AW2223TW3W.pdf
Acekool,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWC-06CRD1/L0U(ES),TWC-06CRD1/L1U(ES,6000.0,490.0,12.1,No,No,By annual report date
Acekool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRD1/L0U(ES),TWC-08CRD1/L0U(ES),8000.0,640.0,12.0,No,No,By annual report date
Acekool,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KC-23/YXRDBp(E1/6)(001740,ACE-WAC8K-I,5000.0,460.0,11.0,No,No,By annual report date
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FHWC083TB1,FHWC083TB1,8000.0,650.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHWC083TB1_EG.pdf
Hisense,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AW2422DR3W,4350826,24100.0,2540.0,9.4,No,No,https://www.dropbox.com/sh/quibk8767lyf8lc/AADCNUMKUt4TboctevSIWITUa?dl=0&preview=AW2422DR3W.pdf
Toshiba,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RAC-WK1514ESCWRU,RAC-WK1514ESCWRU,14500.0,1260.0,11.3,No,No,https://www.toshiba-lifestyle.com/us/air-conditioners/window-air-conditioners/15000-btu-115-volt-touch-control-window-air-conditioner-with-remote1
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW1221DR3W,2987550,11500.0,1040.0,11.0,No,No,https://www.dropbox.com/sh/quibk8767lyf8lc/AADCNUMKUt4TboctevSIWITUa?dl=0
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AHQ06LYQ2,AHEF06BC**,6000.0,530.0,11.1,No,No,By annual report date
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AHQ06LYQ2,AHTE06AA**,6000.0,530.0,11.1,No,No,By annual report date
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW0822DR1W,4350824,8100.0,710.0,11.2,No,No,https://www.dropbox.com/sh/quibk8767lyf8lc/AADCNUMKUt4TboctevSIWITUa?dl=0&preview=AW0822DR1W.pdf
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW1022CW1W,4350815,10000.0,870.0,11.4,No,No,https://www.dropbox.com/sh/quibk8767lyf8lc/AADCNUMKUt4TboctevSIWITUa?dl=0&preview=AW1022CW1W.pdf
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1217ERSM1,LW1217ERSM1,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1223ERSM,LW1223ERSM,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel
Hisense,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AW2223TW3W,AW2223TW3W,22000.0,2150.0,15.0,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj
Hisense,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AW1823TW3W,AW1823TW3W,18000.0,1600.0,15.0,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW1023TW1W,AW1023TW1W,10000.0,940.0,15.0,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW0823CW1W,AW0823CW1W,8000.0,700.0,11.4,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BK-A6NRNC5D,GJC08BK-A6NRNC5D,8000.0,660.0,12.0,No,No,https://global.gree.com/channels/123.html
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AHQ06LYC** (G),AHQ06LYC**,6000.0,530.0,11.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHTK12AAW2 (G),AHP12LZW2,12000.0,1030.0,11.4,No,No,By annual report date
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AHFK24AAW1 (208V),AHFK24AAW1,23400.0,2340.0,9.8,No,No,By annual report date
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEG12AZ** (G),AEG12AZE**,12100.0,1050.0,11.2,No,No,By Annual Report Date
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHTK10AA**,QHNG10AA**,10100.0,860.0,11.4,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHTK10AA**,AHTK10AA**,10100.0,860.0,11.4,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHC10LYQ2 (G),AHP10LZ**,10100.0,860.0,11.4,No,No,By annual report date
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHC10LYQ2,AHC10LYQ2,10100.0,860.0,11.4,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEC10AYL1,AEK10AY**,10100.0,850.0,11.4,No,No,By annual report date
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEC10AYL1,AEC10AYL1,10100.0,850.0,11.4,No,No,By annual report date
ProAire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PRNC8000,1PRNC8000,8000.0,700.0,11.4,No,No,https://perfectaire.us/resource_category/specs/.
ProAire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",1PRNC6000,1PRNC6000,6000.0,540.0,11.0,No,No,https://perfectaire.us/resource_category/specs/.
Denali Aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",2DANCH24K,2DANCH24K,23500.0,2480.0,9.4,No,No,https://perfectaire.us/resource_category/specs/.
Denali Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",2DANCH18K,2DANCH18K,18000.0,1660.0,10.7,No,No,https://perfectaire.us/resource_category/specs/.
Denali Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",2DANC18K,2DANC18K,18000.0,1600.0,11.3,No,No,https://perfectaire.us/resource_category/specs/.
Denali Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",2DANC14K,2DANC14K,14000.0,1220.0,11.3,No,No,https://perfectaire.us/resource_category/specs/.
Denali Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2DANC10K,2DANC10K,10000.0,870.0,11.4,No,No,https://perfectaire.us/resource_category/specs/.
Denali Aire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",2DMC5K,2DMC5K,5100.0,460.0,11.0,No,No,https://perfectaire.us/resource_category/specs/.
TCL,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KC-15/YXRD(E1/6)(000742),H5W23W,5000.0,460.0,11.0,No,No,By annual report date
TCL,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",KC-18/YXRD(E1/6)(000741),H6W24W,6000.0,490.0,11.1,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-29/YXRD(E1/6)(001431),H10W24W,10000.0,850.0,10.9,No,No,By annual report date
TCL,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KC-44/YXRD(E1/6)(01071),H15W25W,15000.0,1270.0,11.8,No,No,By annual report date
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA1/J6U(ES),10T3E1-CA,10000.0,930.0,10.6,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),10W3E1,10000.0,830.0,12.0,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),10W9E1,10000.0,830.0,12.0,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),10W9E1-A,10000.0,830.0,12.0,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),12W3E1-A,12000.0,970.0,12.0,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),12W9E1,12000.0,970.0,12.0,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),12W9E1-A,12000.0,970.0,12.0,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRA1/L0UV(ES),8W9E1,8000.0,660.0,12.0,No,No,By annual report date
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRD1/L0U(ES),8W9ER1-A,8000.0,640.0,12.0,No,No,By annual report date
TCL,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWC-05CMD1/K0U,W5WR1,5000.0,450.0,11.0,No,No,By annual report date
TCL,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWC-06CRA1/J9U,TAW06CRW0N,6000.0,540.0,11.0,No,No,By annual report date
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA1/J6U(ES),W10T9E1-A,10000.0,930.0,10.6,No,No,By annual report date
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA2/J6U(ES),W10T9EX1-A(208V),9800.0,900.0,10.6,No,No,By annual report date
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA2/J6U(ES),W10T9EX1-A(230V),10000.0,920.0,10.6,No,No,By annual report date
TCL,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",TTW-14CRA2/I3U,W14T9X1-A(230V),14000.0,1450.0,9.3,No,No,By annual report date
Friedrich,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WCT16A30A,WET16A33A,15400.0,1640.0,9.3,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WCT16A30A,WCT16A30A,15400.0,1640.0,9.3,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WCT12A30B,WCT12A30B,12000.0,1130.0,10.5,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WCT10A30A,WCT10A30A,10000.0,940.0,10.6,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",KHS10A10A,KHS10A10A,10000.0,920.0,10.8,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",KHM18A34A,KHM18A34A,17500.0,1610.0,10.8,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(13) With reverse cycle, with louvered sides, and 20,000 Btu/h or more",KHL24A35A,KHL24A35A,24000.0,2330.0,10.2,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KCS16A30A,KES16A33A,15700.0,1450.0,10.7,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KCS12A30A,KES12A33A,12000.0,1090.0,10.9,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",KCL36A30A,KEL36A35A,35000.0,3850.0,9.0,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KCL24A35B,KEL24A35B,23000.0,2210.0,10.3,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KCS14A10A,KCS14A10A,13600.0,1240.0,10.9,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KCS08A10A,KCS08A10A,8000.0,660.0,12.0,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KCM18A30A,KCM18A30A,20000.0,1920.0,10.3,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KCM14A10A,KCM14A10A,13800.0,1140.0,12.0,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KCL24A30B,KCL24A30B,23000.0,2210.0,10.3,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1221HRSM,314714284,12000.0,1060.0,11.2,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2416HR,206520607,23000.0,2340.0,9.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW8016HR,206520590,7500.0,670.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8017ERSM,300422887,8000.0,660.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1016ER,206520616,10000.0,820.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",LW5016,206520593,5000.0,440.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1237HNR,301771235,11200.0,1140.0,9.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1036CER,206795955,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8022ERSM,1006876068,8000.0,700.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1522IVSM,1006876064,14000.0,1260.0,14.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1222ERSM,1006876066,12000.0,1030.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1821ERSM,315545508,18000.0,1510.0,11.8,No,No,http://www.lg.com/global/support/ftclabel
OLMO,(16) Casement-Slider,OCS-P10AC115V,OCS-P10AC115V,10000.0,950.0,10.4,No,No,http://www.olmo-comfort.com/
OLMO,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",OW-P12AC115V5SC,OW-P12AC115V5SC,12000.0,1140.0,10.5,No,No,http://www.olmo-comfort.com/
OLMO,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",OW-P08HS115V6TW,OW-P08HS115V6TW,8000.0,830.0,9.6,No,No,http://www.olmo-comfort.com/
MRCOOL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWUC10T115,MWUC10T115,10000.0,860.0,15.0,No,No,https://mrcool.com/wp-content/dox_repo/EnergyGuide/mc_MWUC-10-115_Certs.pdf
Brothers,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",172012,172012,5000.0,450.0,11.0,No,No,By annual report date
Brothers,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",102073,102073,10000.0,900.0,10.9,No,No,By annual report date
Brothers,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",102053,102053,8000.0,730.0,10.9,No,No,By annual report date
Breeze33,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",BZ3318WAC2,BZ3318WAC2,18000.0,1510.0,11.8,No,No,https://breeze33.com/air-conditioners/
MIDEA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW12V1QWT,315241182,12000.0,1120.0,15.0,No,No,https://www.midea.com/us/Air-Conditioners/Window-Air-Conditioners
MIDEA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW10V1QWT,318823794,10000.0,870.0,15.0,No,No,https://www.midea.com/us/Air-Conditioners/Window-Air-Conditioners
TOSHIBA,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",RAC-WK0512CMRU,311290375,5000.0,450.0,11.0,No,No,https://www.homedepot.com/p/Toshiba-5-000-BTU-115-Volt-Window-Air-Conditioner-in-White-RAC-WK0512CMRU/311290375
TOSHIBA,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",RAC-WK0612CRRU,311290372,6000.0,540.0,11.0,No,No,https://www.homedepot.com/p/Toshiba-6-000-BTU-115-Volt-Touch-Control-Window-Air-Conditioner-with-Remote-in-White-RAC-WK0612CRRU/311290372
TOSHIBA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RAC-WK1012ESCWRU,311290370,10000.0,860.0,11.4,No,No,https://www.homedepot.com/p/Toshiba-10-000-BTU-115-Volt-Smart-Wi-Fi-Window-Air-Conditioner-with-Remote-and-ENERGY-STAR-in-White-RAC-WK1012ESCWR/311290370
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA062WA1,FFRA062WA1,6000.0,550.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA062WA1_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA102WA1,FFRA102WA1,10000.0,910.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA102WA1_EG.pdf
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEG10AZ** (G),AEN10AZE**,10300.0,890.0,11.2,No,No,By annual report date
Koldfront,(16) Casement-Slider,CAC10000*,CAC10000W,10000.0,960.0,10.4,No,No,https://res.cloudinary.com/ldi/raw/upload/v1561987008/Koldfront/CAC10000W_Energy_Guide.pdf
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC12001W,WAC12001W,12000.0,1100.0,10.9,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013543/Koldfront/WAC12001W_Energy_Guide.pdf
Koldfront,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WAC18001W,WAC18001W,18500.0,1730.0,10.7,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013590/Koldfront/WAC18001W_Energy_Guide.pdf
Koldfront,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WAC25001W,WAC25001W,25000.0,2660.0,9.4,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013609/Koldfront/WAC25001W_Energy_Guide.pdf
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC8003WCO,WAC8003WCO,8000.0,670.0,12.0,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013488/Koldfront/WAC8003WCO_Energy_Guide.pdf
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC10001*,WTC10001W,10000.0,1040.0,9.6,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029361/Koldfront/WTC10001W_Energy_Guide.pdf
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC10002WCO115V,WTC10002WCO115V,10000.0,940.0,10.6,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029392/Koldfront/WTC10002WCO115V_Energy_Guide.pdf
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC10012WCO230V,WTC10012WCO230V,10000.0,940.0,10.6,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029420/Koldfront/WTC10012WCO230V_Energy_Guide.pdf
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12002WCO115V,WTC12002WCO115V,12000.0,1140.0,10.5,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029462/Koldfront/WTC12002WCO115V_Energy_Guide.pdf
Koldfront,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WTC14001*,WTC14001W,14000.0,1510.0,9.3,No,No,https://res.cloudinary.com/ldi/raw/upload/v1593523399/Koldfront/WTC14001W_Energy_Guide.pdf
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC8001W,WTC8001W,8000.0,830.0,9.6,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013631/Koldfront/WTC8001W_Energy_Guide.pdf
Koldfront,(16) Casement-Slider,CAC8000W,CAC8000W,8000.0,720.0,11.0,No,No,https://res.cloudinary.com/ldi/raw/upload/v1561986991/Koldfront/CAC8000W_Energy_Guide.pdf
Koldfront,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WAC6002WCO,WAC6002WCO,6100.0,490.0,12.1,No,No,https://res.cloudinary.com/ldi/raw/upload/v1561987039/Koldfront/WAC6002WCO_Energy_Guide.pdf
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10ACH**,AJCM10ACH**,10100.0,910.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCH** (230),AJCM12DCH**,12500.0,1130.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10ACH**,AJCQ10ACH**,10100.0,910.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCH** (208),AJCQ12DCH**,12200.0,1100.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCH** (230),AJCQ12DCH**,12500.0,1130.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ10DCH** (208),AJEQ10DCH**,10000.0,910.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DCH** (230),AJEQ12DCH**,12100.0,1140.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DCH** (230),AJEM12DCH**,12100.0,1140.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJEQ14DCH** (230),AJEQ14DCH**,14200.0,1410.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ14DCH** (208),AJEQ14DCH**,13800.0,1390.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ14DCH** (208),AJCQ14DCH**,13700.0,1380.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(7) Without reverse cycle, without louvered sides, and 6,000 to 7,999 Btu/h",AJCQ06LWH**,AJCQ06LWH**,6300.0,560.0,11.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ08AWH**,AJCM08AWH**,8600.0,790.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ12DCH** (208),AJHQ12DCH**,11400.0,1120.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ12DWH** (208V),AJHQ12DWH**,11100.0,1140.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
