ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2389000,GE,GFW550S*R***,",GFW550SPRRS,Sapphire Blue",084691881186,Front Load,,Sanitize Option,Residential,4.8,39.75,28.0,32.0,2.76,1.84,158,3.0,4.7,4239,,,,,,,,,No,,,,Yes,"ES_1123206_GFD55ES*N***_01282020203519_3719066, ES_1123206_GFD55ES*N***_01282020203606_3766726, ES_1123206_GFD55GS*N***_02112020185320_7200902",12/14/2021,12/08/2021,"United States, Canada",ES_1123206_GFW550S*R***_120620210917635_3407642,No,GFW550S.R...
2346259,GE,GFW650S*N***,"H48F_4_NA,GFW650SPNSN,Color: Nickel; UPC 084691849308; H48F_4_NA,GFW650SSNWW,Color: White; UPC 084691849315",084691849315,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,28.0,,2.76,1.84,158,3.0,4.7,4239,,,,,,,,,No,,,,Yes," ES_1123206_GFD65ES*N***_10172019151040_5040437,ES_1123206_GFD65ES*N***_10172019150732_4852672",09/16/2019,09/12/2019,"United States, Canada",ES_1123206_GFW650S*N***_09122019155821_3901966,No,GFW650S.N...
2495045,GE,GFW655S*V***,",GFW655SPVDS,; ,GFW655SSVWW,",084691928065;084691928072,Front Load,,Sanitize Option,Residential,5.0,39.8,28.0,32.0,2.76,1.84,158,3.0,4.7,4425,,,,,,,,,No,,,,No,,05/29/2023,05/23/2023,"United States, Canada",ES_1123206_GFW655S*V***_052220231557191_8390438,No,GFW655S.V...
2346625,GE,GFW850S*N***,",GFW850SPNDG,Color: Nickel; UPC 084691849360; ,GFW850SPNRS,Color: Sapphire; UPC 084691849346; ,GFW850SSNWW,Color: White; UPC 084691849292",084691849292,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,5.0,,28.0,,2.76,1.84,158,3.0,4.7,4460,,,,,,,,,No,,,,Yes,"ES_1123206_GFD85ES*N***_10172019150044_4444982, ES_1123206_GFD85GS*N***_12112019174131_6091607",09/19/2019,09/17/2019,"United States, Canada",ES_1123206_GFW850S*N***_09182019105700_4220025,No,GFW850S.N...
2310625,GE,GTW490ACJ2WS,",GTW490ACJ2WW,",84691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,07/11/2016,02/12/2018,United States,ES_1123206_GTW490ACJ2WS_07082016164117_6077407,No,GTW490ACJ2WS
2310626,GE,GTW490ACJ3WS,",GTW490ACJ3WW,",84691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,12/12/2016,02/12/2018,United States,ES_1123206_GTW490ACJ3WS_12122016183244_7564196,No,GTW490ACJ3WS
2300603,GE,GTW490ACJ4WS,",GTW490ACJ4WW,",084691815884,Top Load,,Gentle Cycle,Residential,4.4,,26.9,,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,08/10/2017,07/17/2017,United States,ES_1123206_GTW490ACJ4WS_07172017153609_5769395,No,GTW490ACJ4WS
2319462,GE,GTW490ACJ5WS,,084691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,05/15/2018,05/07/2018,United States,ES_1123206_GTW490ACJ5WS_05072018173126_4286987,No,GTW490ACJ5WS
2319463,GE,GTW490ACJ5WW,,084691812012,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,05/15/2018,05/07/2018,United States,ES_1123206_GTW490ACJ5WW_05072018173157_4317660,No,GTW490ACJ5WW
2384708,GE,GTW490ACJ6WS,",,Color: White / Silver",084691815884,Top Load,,Impeller,Residential,4.4,44.0,27.0,27.0,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,05/11/2021,09/28/2021,United States,ES_1123206_GTW490ACJ6WS_092720211517680_5420561,No,GTW490ACJ6WS
2384709,GE,GTW490ACJ6WW,",,Color: White / White",084691812012,Top Load,,Impeller,Residential,4.4,44.0,27.0,27.0,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,05/12/2021,09/28/2021,United States,ES_1123206_GTW490ACJ6WW_092720211517456_7748112,No,GTW490ACJ6WW
2392843,GE,GTW490ACJ7WS,",,Color: White / Silver",084691815884,Top Load,,Impeller,Residential,4.4,44.0,27.0,27.0,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,02/14/2022,09/28/2021,United States,ES_1123206_GTW490ACJ7WS_020820221230443_9870428,No,GTW490ACJ7WS
2392844,GE,GTW490ACJ7WW,",,Color: White / White",084691812012,Top Load,,Impeller,Residential,4.4,44.0,27.0,27.0,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,05/12/2021,09/28/2021,United States,ES_1123206_GTW490ACJ7WW_020820221234559_9776541,No,GTW490ACJ7WW
2310402,Kenmore,2913*41*,,883049334738,Top Load,,"Pre Wash, Deep Fill, Timed Oxi, Fabric Softener, Stain Boost",Residential,5.3,,27.0,,2.06,1.29,195,4.3,8.4,6698,,,,,,,,,No,,,,No,,02/23/2015,02/08/2018,"United States, Canada",ES_15649_2913*41*_02092018170416_5856072,No,2913.41.
2308536,Kenmore,3143#,,,Top Load,,"Steam Cycle,Delayed Start,Anti-Wrinkle,Sanitize Option",Residential,5.0,,27.0,,2.38,1.29,150,3.7,8.4,5479,,,,,,,,,No,,,,No,,11/02/2017,12/18/2017,"United States, Canada",ES_1118034_3143#_12192017024232_70163137,No,3143.
2352037,Kenmore,3145#,,,Top Load,,None,Residential,4.5,,27.0,,2.06,1.29,220,4.3,8.4,5721,,,,,,,,,No,,,,No,,12/18/2019,12/18/2019,"United States, Canada",ES_0015649_3145#_12272019010502_80028883,No,3145.
2310478,Kenmore,3155#,,,Top Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.38,1.29,130,3.7,8.4,5643,,,,,,,,,No,,,,No,,06/24/2016,02/08/2018,"United States, Canada",ES_15649_3155#_02092018060252_70172585,No,3155.
2310411,Kenmore,3163*61*,,883049375939,Top Load,,"Delayed Start,Steam Cycle,Deep Fill",Residential,6.2,,29.0,,2.06,1.29,271,4.3,8.4,7827,,,,,,,,,No,,,,Yes," ES_15649_7163261*_04282016172629_4389962,ES_15649_6163261*_04282016163247_1167684",04/04/2016,02/08/2018,"United States, Canada",ES_15649_3163*61*_02092018170522_5922392,No,3163.61.
2355251,Kenmore,3165*20*,,883049582436,Top Load,,"Delayed Start,Clean Washer With Affresh, Cold Clean, Express",Residential,5.3,,27.0,,2.06,1.29,270,4.3,8.4,6736,,,,,,,,,No,,,,Yes,ES_15649_6165*20*_02202020201902_9942650,04/01/2020,01/13/2020,United States,ES_15649_3165*20*_01132020180012_8412525,No,3165.20.
2351914,Kenmore,3171#,,,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,130,3.2,8.4,5145,,,,,,,,,No,,,,No,,12/11/2019,12/04/2019,"United States, Canada",ES_0015649_3171#_12232019070950_80028883,No,3171.
2351913,Kenmore,3177#,,,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,150,3.2,8.4,5145,,,,,,,,,No,,,,No,,12/11/2019,12/04/2019,"United States, Canada",ES_0015649_3177#_12232019070950_80028883,No,3177.
2347077,Kenmore,4107#,,,Front Load,,None,Residential,5.2,,29.0,,2.92,1.84,120,3.2,4.7,4899,,,,,,,,,No,,,,No,,09/24/2019,09/19/2019,"United States, Canada",ES_0015649_4107#_09242019045556_80018520,Yes,4107.
2310500,Kenmore,4126#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,90,3.2,4.7,4220,,,,,,,,,No,,,,No,,07/29/2016,02/09/2018,"United States, Canada",ES_15649_4126#_02092018060252_70172585,Yes,4126.
2345935,Kenmore,4136#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3833,,,,,,,,,No,,,,No,,09/04/2018,09/03/2019,"United States, Canada",ES_0015649_4136#_09042019082505_80016671,Yes,4136.
2345994,Kenmore,4146#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3833,,,,,,,,,No,,,,No,,09/05/2019,09/05/2019,"United States, Canada",ES_1118034_4146#_09062019124237_80017072,Yes,4146.
2340664,Kenmore,4156#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,06/28/2019,06/28/2019,"United States, Canada",ES_1118034_4156#_07022019021426_80009619,Yes,4156.
2306857,Kenmore,4178#,,,Front Load,,"Steam Cycle,Sanitize Option",Residential,4.5,,27.0,,2.76,1.84,160,3.2,4.7,4201,,,,,,,,,No,,,,No,,12/21/2017,11/27/2017,"United States, Canada",ES_1118034_4178#4_11282017034959_70164576,No,4178.
2310506,Kenmore,4196#,,,Front Load,,None,Residential,5.2,,29.0,,2.92,1.84,100,3.2,4.7,4880,,,,,,,,,No,,,,No,,06/04/2016,02/09/2018,"United States, Canada",ES_15649_4196#_02092018060252_70172585,No,4196.
2347078,Kenmore,4198#,,,Front Load,,None,Residential,5.2,,29.0,,2.92,1.84,120,3.2,4.7,4899,,,,,,,,,No,,,,No,,09/24/2019,09/19/2019,"United States, Canada",ES_0015649_4198#_09242019045556_80018520,Yes,4198.
2403177,KOOLMORE,FLW-3CWH,,810019862946,Front Load,,None,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,,No,,,,,,08/09/2022,10/18/2022,United States,ES_1147715_FLW-3CWH_101820221029446_5748538,No,FLW-3CWH
2403176,KOOLMORE,FLW-5CWH,,810019862854,Front Load,,None,Residential,4.6,,27.0,,2.76,1.84,110,3.2,4.7,4305,,,,,,,,,No,,,,,,08/09/2022,10/18/2022,United States,ES_1147715_FLW-5CWH_101820221051330_7129094,No,FLW-5CWH
2406186,LG,SWWE50*3,,195174054413,Front Load,Laundry Center,None,Residential,5.0,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_SWWE50*3_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_SWWE50*3_12202022042200_80153530,No,SWWE50.3
2406187,LG,SWWG50*3,,195174054420,Front Load,Laundry Center,None,Residential,5.0,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_SWWG50*3_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_SWWG50*3_12202022042200_80153530,No,SWWG50.3
2371054,LG,WKE100H*A,,048231029353;048231029360;772454074189;772454074196,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,Yes,ES_1118034_WKE100H*A_12232020105737_80067043,12/21/2020,12/18/2020,"United States, Canada",ES_1118034_WKE100H*A_12182020052311_80067043,No,WKE100H.A
2361588,LG,WKEX200H*A,,048231028462;048231028486;772454073670;772454073687,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3867,,,,,,,,,No,,,,Yes,ES_1118034_WKEX200H*A_06122020035411_80046329,06/19/2020,06/12/2020,United States,ES_1118034_WKEX200H*A_06122020035054_80046328,No,WKEX200H.A
2406184,LG,WKEX300H*A,,195174048481,Front Load,Laundry Center,None,Residential,5.0,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_WKEX300H*A_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_WKEX300H*A_12202022042200_80153530,No,WKEX300H.A
2371055,LG,WKG101H*A,,048231029377;048231029384,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,Yes,ES_1118034_WKG101H*A_12232020105737_80067043,12/21/2020,12/18/2020,"United States, Canada",ES_1118034_WKG101H*A     _12182020052311_80067043,No,WKG101H.A
2361589,LG,WKGX201H*A,,048231029254;048231029261,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3867,,,,,,,,,No,,,,Yes,ES_1118034_WKGX201H*A_06122020035411_80046329,06/19/2020,06/12/2020,United States,ES_1118034_WKGX201H*A_06122020035054_80046328,No,WKGX201H.A
2406185,LG,WKGX301H*A,,195174048498,Front Load,Laundry Center,None,Residential,5.0,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_WKGX301H*A_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_WKGX301H*A_12202022042200_80153530,No,WKGX301H.A
2394265,LG,WKHC202H*A,,195174022887;195174033517,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3867,7.2,,8.0,299.0,,,9.51,,No,,,,Yes,ES_1118034_WKHC202H*A_03302022123303_80119590,03/25/2022,03/24/2022,"United States, Canada",ES_1118034_WKHC202H*A_03312022111206_80119592,Yes,WKHC202H.A
2311005,LG,WM1385H*,,48231026123,Front Load,,None,Residential,2.3,,24.0,,2.07,1.84,120,4.2,4.7,2850,,,,,,,,,No,,,,No,,03/19/2016,02/26/2018,"United States, Canada",ES_1118034_WM1385H*_02262018014255_70175340,No,WM1385H.
2378433,Samsung,WA55A77**A*,,887276751238,Top Load,,Delayed Start,Residential,5.5,45.3,27.5,29.4,2.06,1.29,120,4.3,8.4,6926,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A77***_05142021031426_80078534, ES_1023593_DVG55A77***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA55A77**A*_05262021084256_80084651,No,WA55A77..A.
2453099,Samsung,WA55CG71**A*,,887276739137,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.5,45.8,27.5,29.4,2.3,1.29,120,3.8,8.4,6121,,,,,,,,,No,,,,No,,06/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA55CG71**A*3_04102023110059_80163534,No,WA55CG71..A.
2378660,Samsung,WF45A64**A*,,887276557854,Front Load,,Steam Cycle,Residential,4.5,,27.0,,3.1,1.84,93,2.9,4.7,3807,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45A64*** _05142021031426_80078534, ES_1023593_DVG45A64*** _05142021031426_80078534",05/31/2021,05/18/2021,"United States, Canada",ES_1023593_WF45A64**A*_05312021112921_80084269,Yes,WF45A64..A.
2389114,Samsung,WF45B63**A*,,887276627427,Front Load,,Steam Cycle,Residential,4.5,,27.0,,3.1,1.84,93,2.9,4.7,3807,,,,,,,,,No,,,,No,,01/20/2022,11/29/2021,"United States, Canada",ES_1023593_WF45B63**A*_12102021071549_80106295,Yes,WF45B63..A.
2310456,Samsung,WF45K65**A*,,887276138121,Front Load,,"Steam, Super Speed, Smart Control, Add Wash",Residential,4.5,,27.0,,2.8,1.84,100,3.0,4.7,3983,,,,,,,,,No,,,,No,,02/07/2016,01/13/2016,"United States, Canada",ES_1023593_WF45K65**A*_02092018060252_70172127,No,WF45K65..A.
2310460,Samsung,WF45M55**A*,,887276195360,Front Load,,"Smart Care, Steam",Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,01/01/2017,11/23/2016,"United States, Canada",ES_1023593_WF45M55**A*_02092018060252_70172127,No,WF45M55..A.
2333514,Samsung,WF45R61**A*,,887276299464,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45T61***_12192019075804_80025528, ES_1023593_DVG45T61***_12192019075804_80025528",02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R61**A*_02042019013708_70211758,Yes,WF45R61..A.
2333513,Samsung,WF45R63**A*,,887276299488,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R63**A*_02042019013708_70211758,Yes,WF45R63..A.
2354715,Samsung,WF45T60**A*,,887276394794,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.95,1.84,90,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45T6005*_01282020013743_80031700,02/20/2020,02/05/2020,"United States, Canada",ES_1023593_WF45T60**A*_02122020040721_80031543,Yes,WF45T60..A.
2352574,Samsung,WF45T62**A*,,887276407036,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/24/2020,12/04/2019,"United States, Canada",ES_1023593_WF45T62**A*_01062020010646_80025529,Yes,WF45T62..A.
2396783,Samsung,WF46BB67**A*,,887276659763,Front Load,,Steam Cycle,Residential,4.6,38.7,27.0,31.3,3.1,1.84,94,2.9,4.7,3893,,,,,,,,,No,,,,Yes,"ES_1023593_DVG46BB67***_05132022120552_80125535, ES_1023593_DVE46BB67***_05132022120552_80125535",07/15/2022,05/24/2022,"United States, Canada",ES_1023593_WF46BB67**A*_05242022084735_80128517,Yes,WF46BB67..A.
2396780,Samsung,WF46BG65**A*,,887276659794,Front Load,,Steam Cycle,Residential,4.6,38.7,27.0,31.3,3.1,1.84,95,2.9,4.7,3893,,,,,,,,,No,,,,Yes,"ES_1023593_DVG46BG65***_05132022120552_80125535, ES_1023593_DVE46BG65***_05132022120552_80125535",07/01/2022,05/24/2022,"United States, Canada",ES_1023593_WF46BG65**A*_05242022084735_80128517,Yes,WF46BG65..A.
2374792,Samsung,WF50A85**A*,,887276540726,Front Load,,Sanitize Option,Residential,5.0,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,No,,03/22/2021,03/12/2021,"United States, Canada",ES_1023593_WF50A85**A*_03122021051018_80071060,Yes,WF50A85..A.
2371013,Samsung,WF50A86**A*,,887276518992,Front Load,,"Steam Cycle,Sanitize Option,Heavy Duty,  Super Speed",Residential,5.0,,27.0,,3.1,1.84,99,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50A86***_12222020113741_80066001, ES_1023593_DVG50A86***_12222020113741_80066001",01/10/2021,12/18/2020,"United States, Canada",ES_1023593_WF50A86**A*_12182020013638_80066743,Yes,WF50A86..A.
2371012,Samsung,WF50A88**A*,,887276519012,Front Load,,"Steam Cycle,Sanitize Option,Heavy Duty,  Super Speed",Residential,5.0,,27.0,,3.1,1.84,100,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50A88***_12222020113741_80066001, ES_1023593_DVG50A88***_12222020113741_80066001",01/10/2021,12/18/2020,"United States, Canada",ES_1023593_WF50A88**A*_12182020013638_80066743,Yes,WF50A88..A.
2396782,Samsung,WF50BG83**A*,,887276660912,Front Load,,Steam Cycle,Residential,5.0,38.7,27.0,33.5,3.1,1.84,99,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVG50BG83***_05132022120552_80125535, ES_1023593_DVE50BG83***_05132022120552_80125535",06/24/2022,05/24/2022,"United States, Canada",ES_1023593_WF50BG83**A*_05242022084735_80128517,Yes,WF50BG83..A.
2341069,Samsung,WF50R85**A*,,887276348063,Front Load,,"Gentle Cycle,Quick wash, Delicate",Residential,5.0,,27.0,,2.92,1.84,100,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50R85***_06142019045223_80005221, ES_1023593_DVG50R85***_06142019045223_80005221",08/16/2019,07/04/2019,"United States, Canada",ES_1023593_WF50R85**A*_07112019020132_80009393,Yes,WF50R85..A.
2356083,Samsung,WF50T85**A*,,887276398754,Front Load,,Steam Cycle,Residential,5.0,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,Yes,ES_1023593_DVE50R85***_06142019045223_80005221,03/20/2020,03/06/2020,"United States, Canada",ES_1023593_WF50T85**A*_03092020072121_80035216,Yes,WF50T85..A.
2395405,Samsung,WF53BB87**A*,,887276652238,Front Load,,"Steam Cycle,Gentle Cycle",Residential,5.3,38.7,27.0,34.4,3.1,1.84,103,2.9,4.7,4491,,,,,,,,,No,,,,Yes,"ES_1023593_DVG53BB87***_05132022122455_80125536*,ES_1023593_DVE53BB87***_05132022122455_80125536",06/10/2022,05/04/2022,"United States, Canada",ES_1023593_WF53BB87**A*_05042022110036_80126452,Yes,WF53BB87..A.
2395404,Samsung,WF53BB89**A*,,887276660127,Front Load,,"Steam Cycle,Gentle Cycle",Residential,5.3,38.7,27.0,34.4,3.1,1.84,103,2.9,4.7,4491,,,,,,,,,No,,,,Yes,"ES_1023593_DVE53BB89***_05132022122455_80125536,ES_1023593_DVG53BB89***_05132022122455_80125536",06/03/2022,05/04/2022,"United States, Canada",ES_1023593_WF53BB89**A*_05042022110036_80126452,Yes,WF53BB89..A.
2310439,Samsung,WF56H91**C*,,887276028286,Front Load,,"Super Speed, PowerFoam, Vrt, Self Clean+",Residential,5.6,,27.0,,2.8,1.84,130,2.8,4.7,4593,,,,,,,,,No,,,,No,,10/15/2014,09/25/2014,"United States, Canada",ES_1023593_WF56H91**C*_02092018060252_70172127,No,WF56H91..C.
2300867,Samsung,WV55M96**A***,,887276196923,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Supplementary Wash System,Sanitize Option",Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,01/23/2017,05/26/2017,"United States, Canada",ES_1023593_WV55M96**A***_07192017085024_70137562,Yes,WV55M96..A...
2378347,Samsung,WV60A99**A*,,887276557885,Front Load,,Delicate,Residential,5.0,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,Yes,ES_1023593_DVE60A99***_05142021031426_80078534,05/22/2021,05/11/2021,"United States, Canada",ES_1023593_WV60A99**A*_05232021020358_80078533_,Yes,WV60A99..A.
2300868,Samsung,WV60M99**A***,,887276196954,Front Load,,"Anti-Wrinkle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Supplementary Wash System",Residential,5.0,,27.0,,2.92,1.84,105,2.9,4.7,4278,,,,,,,,,No,,,,No,,01/23/2017,05/26/2017,"United States, Canada",ES_1023593_WV60M99**A***_07192017085024_70137562,Yes,WV60M99..A...
2310452,Samsung,WW22K680*A*,,887276126876,Front Load,,"Steam, Super Speed, Smart Care",Residential,2.2,,24.0,,2.25,1.84,90,4.0,4.7,2596,,,,,,,,,No,,,,No,,12/20/2015,11/30/2015,"United States, Canada",ES_1023593_WW22K680*A*_02092018060252_70172127,No,WW22K680.A.
2394988,Samsung,WW25B68**A*,,887276650302,Front Load,,"Steam Cycle,Gentle Cycle",Residential,2.5,33.5,23.6,26.8,2.25,1.84,90,3.7,4.7,2718,,,,,,,,,No,,,,Yes,ES_1023593_DV25B68**H*_05242022082615_80127881,06/02/2022,04/20/2022,"United States, Canada",ES_1023593_WW25B68**A*_04212022093455_80123569,Yes,WW25B68..A.
2394989,Samsung,WW25B69**A*,,887276650319,Front Load,,"Steam Cycle,Gentle Cycle",Residential,2.5,33.5,23.6,26.8,2.25,1.84,90,3.7,4.7,2718,,,,,,,,,No,,,,Yes,ES_1023593_DV25B69**H*_07222022082624_80135522,06/02/2022,04/20/2022,"United States, Canada",ES_1023593_WW25B69**A*_04212022093455_80123569,Yes,WW25B69..A.
2381136,Speed Queen,LWN6ZR**116T***,,,Top Load,,Gentle Cycle,Residential,3.2,43.0,25.6,28.0,2.06,1.29,60,4.3,8.4,4072,,,,,,,,None,No,,,,No,,07/01/2021,06/25/2021,United States,ES_87091_LWN6ZR**116T***_061020211446723_2707125,No,LWN6ZR..116T...
2393730,Summit,LW2427,,761101084794,Front Load,,None,Residential,2.7,,23.5,,2.76,1.84,101,3.2,4.7,2549,,,,,,,,,No,,,,,,02/28/2022,03/11/2022,"United States, Canada",ES_92282_LW2427_031120220124907_2274998,No,LW2427
2372694,Summit,LWM24,,761101084152,Front Load,,"Delayed Start,Gentle Cycle,Wool",Residential,2.3,,23.4,,,1.84,100,3.5,4.7,2375,,,,,,,,,No,,,,Yes,ES_0092282_LDHP24_01282021074825_80069867,01/20/2021,01/21/2021,"United States, Canada",ES_0092282_LWM24_01272021080735_80069873,No,LWM24
2372693,Summit,SLW241W,,761101065984,Front Load,,"Delayed Start,Gentle Cycle,Wool",Residential,2.3,,23.4,,,1.84,100,3.5,4.7,2375,,,,,,,,,No,,,,Yes,ES_0092282_SLD242W_01282021074825_80069867,01/20/2021,01/21/2021,"United States, Canada",ES_0092282_SLW241W_01272021080735_80069873,No,SLW241W
2379536,Whirlpool,WFC682CL**,,883049604909,Front Load,Combination All-in-One Washer/Dryer,Steam Cycle,Residential,4.5,,27.0,,2.76,1.84,139,3.2,4.7,4276,4.5,,3.93,608.0,,Regular + Dry Only,,Drum light,No,,,,No,,05/19/2021,06/03/2021,United States,ES_22856_WFC682CL**_060120211446275_7834690,No,WFC682CL..
2310204,Whirlpool,WFW3090G**,,883049416434,Front Load,,"Delayed Start,Tumble Fresh",Residential,2.0,,27.0,,2.38,1.84,115,3.7,4.7,2150,,,,,,,,,No,,,,Yes,ES_22856_WHD3090G**_09022016222102_4862252,07/18/2016,02/05/2018,"United States, Canada",ES_22856_WFW3090G**_08252016203207_7127465,No,WFW3090G..
2332088,Whirlpool,WFW3090J**,,883049531366,Front Load,,Delayed Start,Residential,2.0,,27.0,,2.07,1.84,118,4.2,4.7,2441,,,,,,,,,No,,,,No,,01/21/2019,12/23/2018,"United States, Canada",ES_22856_WFW3090J**_12262018151719_7439988,No,WFW3090J..
2393836,Whirlpool,WFW4090N**,,883049626697,Front Load,,Anti-Wrinkle,Residential,2.0,35.0,26.0,26.0,2.07,1.84,94,4.2,4.7,2503,,,,,,,,,No,,,,No,,04/01/2022,03/17/2022,"United States, Canada",ES_22856_WFW4090N**_030820221006462_2382787,No,WFW4090N..
